,DB_ID1,DB_ID2
242661,DB01586,DB00784
433823,DB01586,DB00491
257300,DB01586,DB00554
459700,DB01586,DB01219
517692,DB01586,DB01067
315297,DB01586,DB00371
400845,DB01586,DB05239
448564,DB01586,DB09256
288687,DB01586,DB06707
494461,DB01586,DB08795
283376,DB01586,DB00839
83396,DB01586,DB00767
477800,DB01586,DB00486
382119,DB01586,DB00433
187852,DB01586,DB00835
64946,DB01586,DB10675
281002,DB01586,DB00318
432584,DB01586,DB06715
307942,DB01586,DB00610
326038,DB01586,DB00040
225781,DB01586,DB08976
364606,DB01586,DB00619
131866,DB01586,DB00934
544798,DB01586,DB00994
10808,DB01586,DB00436
211987,DB01586,DB08931
411496,DB01586,DB04884
175361,DB01586,DB01268
539378,DB01586,DB08912
94064,DB01586,DB00980
89484,DB01586,DB00691
110322,DB01586,DB00677
554476,DB01586,DB06791
99414,DB01586,DB01151
90879,DB01586,DB08872
518882,DB01586,DB00757
168227,DB01586,DB01264
252304,DB01586,DB00485
101036,DB01586,DB00723
527740,DB01586,DB00605
88116,DB01586,DB01043
190840,DB01586,DB00607
238809,DB01586,DB01032
79149,DB01586,DB00280
120316,DB01586,DB00996
73303,DB01586,DB00542
322168,DB01586,DB00307
29307,DB01586,DB00930
402549,DB01586,DB00269
21736,DB01586,DB01393
519646,DB01586,DB00783
82595,DB01586,DB01432
96174,DB04896,DB00790
477920,DB04896,DB01200
456784,DB04896,DB00500
328578,DB04896,DB05676
459253,DB04896,DB09061
217160,DB04896,DB01212
319946,DB04896,DB06209
434912,DB04896,DB01172
102180,DB04896,DB00990
510663,DB04896,DB00662
10932,DB04896,DB00295
331268,DB04896,DB00312
498456,DB04896,DB00802
345766,DB04896,DB01409
39517,DB04896,DB01259
121135,DB04896,DB01190
71173,DB04896,DB00436
482693,DB04896,DB00412
42069,DB04896,DB06813
250613,DB04896,DB00955
229050,DB04896,DB02901
532309,DB04896,DB08827
94256,DB04896,DB00851
309031,DB04896,DB00708
133166,DB04896,DB00047
554361,DB04896,DB08826
419106,DB04896,DB00233
367598,DB04896,DB00775
350408,DB04896,DB00593
992,DB04896,DB06441
452213,DB04896,DB01247
15136,DB04896,DB00619
441131,DB04896,DB00757
489240,DB04896,DB00912
435832,DB04896,DB00876
156709,DB04896,DB01117
350785,DB04896,DB09083
217250,DB04896,DB00244
545979,DB04896,DB01012
27242,DB04896,DB00245
381085,DB04896,DB00388
235100,DB04896,DB00691
118964,DB04896,DB00480
266714,DB04896,DB00541
50947,DB04896,DB01221
369395,DB04896,DB01351
526000,DB04896,DB01577
100622,DB04896,DB00262
200335,DB04896,DB01054
81387,DB04896,DB01594
451833,DB04896,DB00919
391625,DB04896,DB00621
478038,DB04896,DB01023
499654,DB04896,DB00405
353798,DB04896,DB01087
316967,DB04896,DB08941
108956,DB04896,DB01255
129159,DB04896,DB08795
557102,DB04896,DB00909
146004,DB04896,DB01014
528001,DB04896,DB01210
298378,DB04896,DB00578
103100,DB04896,DB08893
177375,DB04896,DB00921
277007,DB04896,DB06711
353570,DB04896,DB01612
367834,DB04896,DB08896
89531,DB04896,DB06724
95969,DB04896,DB01033
264849,DB04896,DB06290
293773,DB04896,DB06271
187135,DB04896,DB00246
152025,DB04896,DB01623
310672,DB04896,DB00734
65204,DB04896,DB01109
554705,DB04896,DB00946
228324,DB04896,DB00679
499385,DB04896,DB06704
378876,DB04896,DB01224
126380,DB04896,DB00391
322259,DB04896,DB06605
185090,DB04896,DB00875
212963,DB04896,DB00508
161311,DB04896,DB06695
194155,DB04896,DB09241
384069,DB04896,DB01267
199598,DB04896,DB01614
406350,DB04896,DB00266
399162,DB04896,DB01100
859,DB04896,DB09053
333322,DB04896,DB00035
122119,DB04896,DB00206
171958,DB04896,DB01178
5166,DB04896,DB00433
381291,DB04896,DB00477
353924,DB00258,DB09211
46754,DB00258,DB00726
380454,DB00258,DB00712
496033,DB00258,DB01259
194571,DB00258,DB00289
305204,DB00258,DB00823
298341,DB00258,DB01072
129495,DB00258,DB09220
482759,DB00258,DB00681
37376,DB00258,DB00895
100488,DB00258,DB01004
243995,DB00258,DB00300
177271,DB00258,DB00989
402099,DB00258,DB09274
366767,DB00258,DB09119
66698,DB00258,DB04861
205767,DB00258,DB06206
271475,DB00258,DB01248
340238,DB00258,DB01173
114552,DB00258,DB00819
110532,DB00258,DB09009
168398,DB00258,DB00916
371837,DB00258,DB00187
147727,DB00258,DB01009
482560,DB00258,DB01120
263115,DB00258,DB05271
113506,DB00258,DB08813
547251,DB00258,DB00311
10286,DB00258,DB00316
324826,DB00258,DB00317
449282,DB00258,DB00377
299670,DB00258,DB00983
510533,DB00258,DB08895
145015,DB00258,DB01247
552385,DB00258,DB00717
105898,DB00258,DB00776
332229,DB00258,DB01175
494866,DB00258,DB01174
161472,DB00258,DB00741
110704,DB00258,DB01278
336820,DB00258,DB01233
118969,DB00258,DB01559
515131,DB00258,DB06723
103623,DB00258,DB00492
191646,DB00258,DB00351
104343,DB00258,DB01113
96801,DB00258,DB00476
290513,DB00258,DB09118
496530,DB00258,DB06212
463179,DB00258,DB00880
382157,DB00258,DB08897
39713,DB00258,DB00604
299043,DB00258,DB00883
365202,DB00258,DB00494
202877,DB00258,DB00387
326120,DB00258,DB00829
12263,DB00258,DB00040
477637,DB00258,DB08883
19690,DB00258,DB09166
544441,DB00258,DB00635
238194,DB00258,DB01320
860,DB00258,DB00695
23917,DB00258,DB00624
343404,DB00258,DB01118
406247,DB00258,DB00686
69734,DB00258,DB09038
520210,DB00258,DB00909
316245,DB00258,DB00195
352802,DB00258,DB00949
249101,DB00258,DB01551
483859,DB00258,DB11110
469463,DB00258,DB01193
28442,DB00258,DB08816
236689,DB00258,DB01192
289909,DB00258,DB00449
512201,DB00258,DB03619
51201,DB00258,DB00630
316884,DB00258,DB04871
550869,DB00258,DB00202
147692,DB00258,DB01062
224282,DB00258,DB00245
340154,DB00258,DB00233
526917,DB00258,DB01033
25439,DB00258,DB01291
54677,DB00258,DB00794
542011,DB00258,DB00803
552868,DB00258,DB01182
419301,DB00258,DB01070
409376,DB00258,DB00270
111941,DB00258,DB00427
397881,DB00258,DB08826
288342,DB00258,DB00653
169149,DB00258,DB00381
117437,DB00258,DB04825
506293,DB00258,DB00468
295969,DB00731,DB01288
76069,DB00731,DB04871
320388,DB00731,DB00549
159850,DB00731,DB00595
98559,DB00731,DB08439
306683,DB00731,DB06626
425638,DB00731,DB00933
116487,DB00731,DB01181
72100,DB00731,DB00767
265651,DB00731,DB00493
7643,DB00731,DB00877
205685,DB00731,DB09166
336484,DB00731,DB00930
85834,DB00731,DB00197
413355,DB00731,DB00176
425260,DB00731,DB01054
558357,DB00731,DB01008
26482,DB00731,DB09009
351534,DB00731,DB06706
442528,DB00731,DB01586
546045,DB00731,DB01397
549516,DB00731,DB01559
241613,DB00731,DB00488
241896,DB00731,DB08824
78204,DB00731,DB00822
515476,DB00731,DB01210
525278,DB00731,DB09072
439866,DB00731,DB00673
95134,DB00731,DB00741
367618,DB00731,DB01117
330896,DB00731,DB01274
232170,DB00731,DB01204
527421,DB00731,DB08887
186392,DB00731,DB00557
1755,DB00731,DB00935
367275,DB00731,DB00829
301426,DB00731,DB01627
74964,DB00731,DB01294
221410,DB00731,DB00904
69593,DB00731,DB00682
383486,DB00731,DB00186
91973,DB00731,DB06772
535981,DB00731,DB00582
196303,DB00731,DB00854
31097,DB00731,DB00934
78444,DB00731,DB00284
861,DB00731,DB00997
10394,DB00731,DB01106
337914,DB00731,DB01068
17500,DB00731,DB06723
75401,DB00731,DB00652
193942,DB00731,DB01175
127539,DB00731,DB00120
445386,DB00731,DB08868
204399,DB00731,DB00404
63324,DB00731,DB09268
145994,DB00731,DB01583
15452,DB00731,DB00387
471603,DB00731,DB00660
79272,DB00731,DB06201
557570,DB00731,DB01567
444957,DB00731,DB00668
358546,DB00731,DB00364
535325,DB00731,DB00460
79749,DB00731,DB00742
41228,DB00731,DB00401
498761,DB00731,DB00363
52059,DB00731,DB09049
291267,DB00731,DB01043
426489,DB00731,DB01165
396658,DB00731,DB01207
220708,DB00731,DB00823
304769,DB00731,DB01591
324874,DB00731,DB00275
351551,DB00731,DB00695
513472,DB00731,DB00912
280321,DB00731,DB01124
425351,DB00731,DB06717
330804,DB00731,DB00046
142676,DB00731,DB00007
158587,DB00731,DB00872
542009,DB00731,DB08880
489568,DB00731,DB01307
236610,DB00731,DB00945
34400,DB00731,DB01254
86072,DB00731,DB06210
281258,DB00731,DB00672
101325,DB00731,DB08912
252655,DB00731,DB00331
220598,DB00731,DB00196
405164,DB00731,DB06290
50943,DB00731,DB00624
51453,DB00731,DB00648
490048,DB00731,DB01016
71331,DB00731,DB00418
348392,DB01151,DB00804
118575,DB01151,DB00683
464795,DB01151,DB06813
334974,DB01151,DB00753
439420,DB01151,DB00421
396280,DB01151,DB00202
237097,DB01151,DB00159
125382,DB01151,DB01364
559376,DB01151,DB01020
522755,DB01151,DB00304
291584,DB01151,DB00314
112711,DB01151,DB00674
282420,DB01151,DB00962
516003,DB01151,DB00593
455310,DB01151,DB01351
114231,DB01151,DB01607
554266,DB01151,DB09407
248664,DB01151,DB00297
109570,DB01151,DB00934
199766,DB01151,DB00723
13990,DB01151,DB01147
221927,DB01151,DB06203
45035,DB01151,DB09075
245795,DB01151,DB01194
148026,DB01151,DB09477
175560,DB01151,DB00918
105913,DB01151,DB08930
282828,DB01151,DB00482
542070,DB01151,DB00523
80931,DB01151,DB08875
415918,DB01151,DB00499
441735,DB01151,DB05246
201946,DB01151,DB00961
491452,DB01151,DB00398
485898,DB01151,DB00953
108067,DB01151,DB11095
264298,DB01151,DB00662
142355,DB01151,DB00763
51237,DB01151,DB01232
311730,DB01151,DB04905
494401,DB01151,DB00861
175540,DB01151,DB00335
297986,DB01151,DB00660
121102,DB01151,DB00222
200000,DB01151,DB00823
46644,DB01151,DB00063
233243,DB01151,DB08868
415445,DB01151,DB06711
486219,DB01151,DB01353
4368,DB01151,DB00333
166388,DB01151,DB00279
145001,DB01151,DB09271
75420,DB01151,DB01156
446170,DB01151,DB00780
71051,DB01151,DB00449
114815,DB01151,DB09272
19307,DB01151,DB06702
448850,DB01151,DB09039
542227,DB01151,DB00237
439648,DB01151,DB00488
353317,DB01151,DB00564
509858,DB01151,DB00363
537441,DB01151,DB00831
435510,DB01151,DB09072
224193,DB01151,DB00014
503090,DB01151,DB08873
361355,DB01151,DB00908
476290,DB01151,DB00794
74656,DB01151,DB01038
205846,DB01151,DB00472
271189,DB01151,DB00206
204298,DB01151,DB09117
69569,DB01151,DB03880
444730,DB01151,DB00816
24009,DB01151,DB01614
268181,DB01151,DB01354
208948,DB01151,DB00382
234353,DB01151,DB00601
313440,DB01151,DB05812
309740,DB01151,DB00422
101272,DB01151,DB01356
297299,DB01151,DB00767
230215,DB01151,DB01063
49080,DB01151,DB00679
324046,DB01151,DB08883
404686,DB01151,DB01104
117330,DB01151,DB00476
475654,DB01151,DB00508
158132,DB01151,DB06201
317424,DB01151,DB06701
81765,DB01151,DB00334
156024,DB01151,DB00387
15492,DB01151,DB01278
101954,DB01151,DB01264
259637,DB01151,DB09042
485256,DB00163,DB08795
549881,DB00163,DB06626
204350,DB00163,DB00830
512266,DB00163,DB09272
472487,DB00163,DB01367
162937,DB00163,DB09477
442656,DB00163,DB00409
375126,DB00163,DB00407
554367,DB00163,DB09241
246790,DB00163,DB01114
6707,DB00163,DB00046
193532,DB00163,DB09285
552514,DB00163,DB09555
362679,DB00163,DB01556
233129,DB00163,DB01590
496887,DB00163,DB06616
100455,DB00163,DB01656
35627,DB00163,DB00519
529304,DB00163,DB00433
104849,DB00163,DB00753
271769,DB00163,DB08912
550644,DB00163,DB11133
325704,DB00163,DB00209
530096,DB00163,DB00454
40507,DB00163,DB01351
171811,DB00163,DB09073
549888,DB00163,DB09123
540789,DB00163,DB00883
88986,DB00163,DB09292
76642,DB00163,DB01234
82015,DB00163,DB00804
322797,DB00163,DB01192
504199,DB00163,DB00608
92544,DB00163,DB00263
864,DB00163,DB00521
7072,DB00163,DB00841
115207,DB00163,DB00404
128050,DB00163,DB00309
412113,DB00163,DB06218
320712,DB00163,DB00857
142643,DB00163,DB00648
497898,DB00163,DB01101
66242,DB00163,DB04938
472316,DB00163,DB01395
18621,DB00163,DB00402
72038,DB00163,DB04839
76300,DB00163,DB00595
132172,DB00163,DB00633
524124,DB00163,DB01489
47799,DB00163,DB04953
497909,DB00163,DB01008
466734,DB00163,DB04574
209289,DB00163,DB01609
443141,DB00163,DB00415
304059,DB00163,DB03619
243895,DB00163,DB00899
231038,DB00163,DB00373
285672,DB00163,DB00310
114201,DB00163,DB00912
387025,DB00163,DB00783
214510,DB00163,DB00457
529927,DB00163,DB00957
202167,DB00163,DB00604
465910,DB00163,DB01147
101278,DB00163,DB00847
106587,DB00163,DB00927
151730,DB00163,DB00622
98824,DB00163,DB01624
535516,DB00163,DB00677
255798,DB00163,DB00594
307367,DB00163,DB01038
81037,DB00163,DB00996
86197,DB00163,DB00584
467720,DB00163,DB08903
438251,DB00163,DB00208
237181,DB00163,DB00932
412203,DB00163,DB01551
334837,DB00163,DB00498
250329,DB00163,DB06684
479780,DB00163,DB00266
316011,DB00163,DB00261
225389,DB00163,DB00605
180570,DB00163,DB01104
254784,DB00163,DB00472
183414,DB00163,DB06822
515986,DB00163,DB00573
35931,DB00163,DB00091
119272,DB00163,DB06228
275515,DB00163,DB00814
450225,DB00163,DB00712
122209,DB00163,DB08813
216300,DB00163,DB09075
50549,DB00163,DB04272
65769,DB00163,DB00758
514545,DB00163,DB09030
281198,DB01015,DB01247
94102,DB01015,DB00422
11306,DB01015,DB11093
177923,DB01015,DB00829
89900,DB01015,DB00332
555679,DB01015,DB00969
365915,DB01015,DB00435
239611,DB01015,DB01239
203067,DB01015,DB01621
506956,DB01015,DB00989
230319,DB01015,DB00335
190057,DB01015,DB00437
315169,DB01015,DB05109
549985,DB01015,DB08976
14920,DB01015,DB09282
388860,DB01015,DB00924
380445,DB01015,DB00523
36362,DB01015,DB00962
530032,DB01015,DB04841
150103,DB01015,DB01018
168901,DB01015,DB00006
79553,DB01015,DB01607
128075,DB01015,DB00213
181856,DB01015,DB06274
327447,DB01015,DB00881
331114,DB01015,DB00358
77967,DB01015,DB00619
471551,DB01015,DB00627
545690,DB01015,DB01184
264069,DB01015,DB00188
262533,DB01015,DB00420
339000,DB01015,DB01551
332251,DB01015,DB08813
12987,DB01015,DB09102
282361,DB01015,DB00996
68918,DB01015,DB01041
419512,DB01015,DB01285
214413,DB01015,DB00990
396873,DB01015,DB00880
314359,DB01015,DB09067
309377,DB01015,DB00900
347119,DB01015,DB00375
61743,DB01015,DB08794
557108,DB01015,DB00588
560753,DB01015,DB06772
172579,DB01015,DB01577
234963,DB01015,DB00652
264710,DB01015,DB00202
166458,DB01015,DB06414
185331,DB01015,DB06204
226763,DB01015,DB00193
300848,DB01015,DB00396
76401,DB01015,DB04920
463863,DB01015,DB01409
349803,DB01015,DB00637
162496,DB01015,DB00731
462375,DB01015,DB00953
72321,DB01015,DB06288
3206,DB01015,DB00834
77406,DB01015,DB08811
404247,DB01015,DB01129
557499,DB01015,DB00444
518217,DB01015,DB00209
307955,DB01015,DB01268
64684,DB01015,DB08893
507104,DB01015,DB00570
288435,DB01015,DB00231
70122,DB01015,DB06698
183217,DB01015,DB01072
38048,DB01015,DB00241
72178,DB01015,DB00243
77956,DB01015,DB01220
873,DB01015,DB01604
15403,DB01015,DB00387
337274,DB01015,DB09273
29705,DB01015,DB01242
499531,DB01015,DB06706
523329,DB01015,DB00624
282910,DB01015,DB00307
225717,DB01015,DB00414
434657,DB01015,DB00672
172833,DB01015,DB01208
178353,DB01015,DB00197
401360,DB01015,DB06799
10850,DB01015,DB00203
513923,DB01015,DB00091
230721,DB01015,DB01124
281772,DB01015,DB01033
204417,DB01015,DB00945
305369,DB01015,DB00266
15882,DB01015,DB00263
45433,DB01015,DB01251
110777,DB01015,DB06203
35787,DB01015,DB00752
474373,DB01015,DB01120
65475,DB01235,DB00692
87867,DB01235,DB04831
33682,DB01235,DB01151
552101,DB01235,DB00635
363631,DB01235,DB00351
281800,DB01235,DB04896
398209,DB01235,DB09071
9720,DB01235,DB00660
545871,DB01235,DB08873
294918,DB01235,DB01008
208852,DB01235,DB06714
84600,DB01235,DB06772
426537,DB01235,DB04835
96507,DB01235,DB04876
382021,DB01235,DB00585
93399,DB01235,DB01558
255175,DB01235,DB01070
495922,DB01235,DB00904
510338,DB01235,DB00554
87035,DB01235,DB09123
876,DB01235,DB00713
384093,DB01235,DB09053
12434,DB01235,DB01600
507575,DB01235,DB01273
86897,DB01235,DB09143
291087,DB01235,DB06822
474941,DB01235,DB01066
554472,DB01235,DB00301
31709,DB01235,DB01296
76803,DB01235,DB08907
329085,DB01235,DB00413
462396,DB01235,DB00374
207748,DB01235,DB01174
547483,DB01235,DB00831
24335,DB01235,DB00460
39689,DB01235,DB06204
90858,DB01235,DB00948
552630,DB01235,DB00852
298888,DB01235,DB08794
500089,DB01235,DB00280
284815,DB01235,DB00610
142475,DB01235,DB01353
157412,DB01235,DB00399
99303,DB01235,DB01041
421404,DB01235,DB08795
110574,DB01235,DB04844
537203,DB01235,DB00474
297277,DB01235,DB00308
475765,DB01235,DB06201
227719,DB01235,DB01177
360865,DB01235,DB00955
108294,DB01235,DB01026
550362,DB01235,DB00604
470807,DB01235,DB00988
467846,DB01235,DB00263
316911,DB01235,DB00843
516905,DB01235,DB00714
364023,DB01235,DB00245
448190,DB01235,DB00182
95601,DB01235,DB00208
382185,DB01235,DB01137
4744,DB01235,DB01340
28940,DB01235,DB00633
328328,DB01235,DB00657
95453,DB01235,DB00310
149492,DB01235,DB00691
542883,DB01235,DB01115
372907,DB01235,DB04899
193786,DB01235,DB00601
471472,DB01235,DB00678
88670,DB01235,DB00246
554294,DB01235,DB00697
17644,DB01235,DB00703
337624,DB01235,DB00521
240179,DB01235,DB00661
55750,DB01235,DB00575
147117,DB01235,DB06292
29642,DB01235,DB00343
25658,DB01235,DB01029
450978,DB01235,DB00381
209524,DB01235,DB00489
507853,DB01235,DB01168
479587,DB01235,DB09401
552916,DB01235,DB00206
129484,DB01235,DB01214
65034,DB01235,DB00796
130072,DB01235,DB01367
188740,DB01235,DB00790
285316,DB01235,DB01275
553173,DB01235,DB04920
521953,DB01235,DB00780
190138,DB01235,DB01162
72019,DB01235,DB01144
304221,DB01235,DB00883
523218,DB01235,DB00715
439716,DB06589,DB05676
503640,DB06589,DB00374
19814,DB06589,DB06799
90255,DB06589,DB01556
419097,DB06589,DB00998
38774,DB06589,DB01204
95944,DB06589,DB09123
531257,DB06589,DB00126
140959,DB06589,DB09059
104088,DB06589,DB00678
94881,DB06589,DB00831
326431,DB06589,DB00245
152249,DB06589,DB00745
313323,DB06589,DB00320
375595,DB06589,DB08896
350864,DB06589,DB00839
555318,DB06589,DB01048
127038,DB06589,DB00387
356535,DB06589,DB00712
512974,DB06589,DB00163
97582,DB06589,DB01380
878,DB06589,DB00423
312491,DB06589,DB00319
22043,DB06589,DB06788
433600,DB06589,DB00690
37794,DB06589,DB01591
514671,DB06589,DB00412
79320,DB06589,DB01133
122732,DB06589,DB06203
147135,DB06589,DB01397
545796,DB06589,DB06589
547190,DB06589,DB00421
508275,DB06589,DB00405
96254,DB06589,DB09072
218920,DB06589,DB00351
27462,DB06589,DB00906
502469,DB06589,DB00250
346458,DB06589,DB00682
486691,DB06589,DB01120
46647,DB06589,DB00436
172756,DB06589,DB00470
197132,DB06589,DB01395
86747,DB06589,DB00749
65551,DB06589,DB00549
305123,DB06589,DB01132
484348,DB06589,DB00375
394489,DB06589,DB01288
525585,DB06589,DB06655
364972,DB06589,DB00367
92927,DB06589,DB00753
108092,DB06589,DB09227
472743,DB06589,DB09043
482579,DB06589,DB08867
538157,DB06589,DB01128
89006,DB06589,DB00935
163830,DB06589,DB00384
490699,DB06589,DB00847
334859,DB06589,DB00671
352562,DB06589,DB00203
556583,DB06589,DB00449
93793,DB06589,DB00280
556967,DB06589,DB01583
225291,DB06589,DB00977
230908,DB06589,DB00956
483058,DB06589,DB01259
502830,DB06589,DB00872
153675,DB06589,DB00615
488142,DB06589,DB06717
74967,DB06589,DB06723
213977,DB06589,DB00675
550016,DB06589,DB00571
69855,DB06589,DB08893
375178,DB06589,DB00337
160914,DB06589,DB05812
90098,DB06589,DB01167
295859,DB06589,DB08899
76189,DB06589,DB01072
387505,DB06589,DB01098
70197,DB06589,DB00864
437092,DB06589,DB00794
262030,DB06589,DB00762
488831,DB06589,DB01076
386063,DB06589,DB00673
532564,DB06589,DB08895
189413,DB06589,DB00175
90269,DB06589,DB00736
207501,DB06589,DB00213
317240,DB06589,DB00215
414222,DB06589,DB09291
291945,DB06589,DB01609
153303,DB06589,DB08820
25377,DB06589,DB04868
502012,DB06589,DB01097
302265,DB06589,DB02703
347098,DB06589,DB01211
417034,DB00318,DB01175
410593,DB00318,DB00358
46919,DB00318,DB01390
289994,DB00318,DB00801
126103,DB00318,DB01411
116694,DB00318,DB09034
536257,DB00318,DB00308
127793,DB00318,DB00218
308094,DB00318,DB00232
181568,DB00318,DB01058
16568,DB00318,DB02901
498196,DB00318,DB11110
75545,DB00318,DB09300
102309,DB00318,DB06730
191929,DB00318,DB00687
60386,DB00318,DB00449
369694,DB00318,DB01605
405383,DB00318,DB06696
327753,DB00318,DB06788
285592,DB00318,DB00007
109720,DB00318,DB00563
21243,DB00318,DB08896
542698,DB00318,DB00523
487854,DB00318,DB00300
880,DB00318,DB00361
554749,DB00318,DB00485
157713,DB00318,DB00371
455551,DB00318,DB00521
524144,DB00318,DB01168
146485,DB00318,DB01288
550419,DB00318,DB00889
273856,DB00318,DB08907
387019,DB00318,DB09038
76540,DB00318,DB06799
468624,DB00318,DB00427
159065,DB00318,DB01083
157108,DB00318,DB06636
560453,DB00318,DB00543
234006,DB00318,DB00294
201992,DB00318,DB00734
471649,DB00318,DB00388
72583,DB00318,DB00196
109555,DB00318,DB01100
31168,DB00318,DB00289
115922,DB00318,DB01155
525375,DB00318,DB09276
219124,DB00318,DB00314
260996,DB00318,DB01356
26342,DB00318,DB00910
248835,DB00318,DB00270
62454,DB00318,DB01590
429879,DB00318,DB09267
486462,DB00318,DB00875
100177,DB00318,DB01291
547050,DB00318,DB01219
57539,DB00318,DB09564
334812,DB00318,DB06714
247691,DB00318,DB00991
43872,DB00318,DB06216
222735,DB00318,DB09076
174863,DB00318,DB04908
366625,DB00318,DB09083
411569,DB00318,DB01076
109737,DB00318,DB01418
142234,DB00318,DB00796
44028,DB00318,DB00988
401162,DB00318,DB11126
304152,DB00318,DB00961
328570,DB00318,DB09117
109091,DB00318,DB09080
421511,DB00318,DB00732
200228,DB00318,DB01221
4698,DB00318,DB00159
61499,DB00318,DB00535
531695,DB00318,DB01624
352443,DB00318,DB00006
318589,DB00318,DB06822
515566,DB00318,DB06237
251381,DB00318,DB01576
394560,DB00318,DB01184
3748,DB00318,DB08865
396815,DB00318,DB00384
320100,DB00318,DB00214
33036,DB00318,DB00524
270701,DB00318,DB00679
425342,DB00318,DB00496
341456,DB00318,DB00476
35651,DB00318,DB00472
374998,DB00318,DB01614
133416,DB00318,DB01156
41972,DB00318,DB00932
328350,DB00318,DB06603
480668,DB00318,DB00898
103316,DB00318,DB00908
107410,DB00318,DB00436
354739,DB00958,DB01600
449160,DB00958,DB00440
145761,DB00958,DB01589
525683,DB00958,DB00738
87164,DB00958,DB00046
40069,DB00958,DB00305
244197,DB00958,DB01253
100878,DB00958,DB00312
452556,DB00958,DB01115
414817,DB00958,DB00585
62214,DB00958,DB00422
188894,DB00958,DB00843
459217,DB00958,DB04839
382935,DB00958,DB09285
486859,DB00958,DB00835
499857,DB00958,DB01380
90847,DB00958,DB00767
311908,DB00958,DB06605
500548,DB00958,DB01026
95886,DB00958,DB00595
204618,DB00958,DB00448
9829,DB00958,DB01014
108269,DB00958,DB08875
110693,DB00958,DB01357
144144,DB00958,DB01101
371950,DB00958,DB01208
88601,DB00958,DB00715
102792,DB00958,DB00449
275654,DB00958,DB00803
48510,DB00958,DB01164
198881,DB00958,DB01126
545668,DB00958,DB00254
89192,DB00958,DB00851
401102,DB00958,DB00964
174616,DB00958,DB00723
515502,DB00958,DB01238
512488,DB00958,DB09009
93979,DB00958,DB00399
466584,DB00958,DB04825
306790,DB00958,DB00898
307831,DB00958,DB01016
548787,DB00958,DB01035
137352,DB00958,DB00269
538079,DB00958,DB00423
301398,DB00958,DB00608
452921,DB00958,DB00989
121750,DB00958,DB01147
547787,DB00958,DB06288
98502,DB00958,DB00175
41858,DB00958,DB02546
158706,DB00958,DB01234
529390,DB00958,DB00818
347835,DB00958,DB01015
414446,DB00958,DB09280
15044,DB00958,DB00231
486515,DB00958,DB00876
20901,DB00958,DB00400
363206,DB00958,DB00218
172376,DB00958,DB00752
881,DB00958,DB08916
26470,DB00958,DB00619
360633,DB00958,DB01071
369692,DB00958,DB06684
63649,DB00958,DB01197
230493,DB00958,DB00668
536251,DB00958,DB01612
525033,DB00958,DB00830
302251,DB00958,DB06822
348806,DB00958,DB01586
472490,DB00958,DB00557
32864,DB00958,DB09273
433643,DB00958,DB09477
250071,DB00958,DB00177
346868,DB00958,DB06636
52622,DB00958,DB00496
215941,DB00958,DB01050
501485,DB00958,DB01012
292017,DB00958,DB00757
327697,DB00958,DB04884
361627,DB00958,DB08865
362416,DB00958,DB00176
30824,DB00958,DB00382
54685,DB00958,DB08820
526992,DB00958,DB00806
555573,DB00958,DB01220
546850,DB00958,DB01149
457067,DB00958,DB00213
65515,DB00958,DB08826
529723,DB00958,DB01087
32154,DB00958,DB09074
25768,DB00958,DB01074
84703,DB00958,DB00390
298945,DB00958,DB00363
532139,DB00958,DB00337
448200,DB00958,DB01172
206912,DB08930,DB06274
306348,DB08930,DB00696
540996,DB08930,DB04938
81898,DB08930,DB06698
340657,DB08930,DB01239
90779,DB08930,DB01076
523562,DB08930,DB00241
174410,DB08930,DB08901
520289,DB08930,DB00035
556192,DB08930,DB00656
242030,DB08930,DB00433
14773,DB08930,DB01259
529361,DB08930,DB00727
91756,DB08930,DB04865
357864,DB08930,DB00780
349010,DB08930,DB00763
155570,DB08930,DB00611
432840,DB08930,DB09048
226136,DB08930,DB00169
498877,DB08930,DB00847
304252,DB08930,DB00955
314851,DB08930,DB08932
37869,DB08930,DB01339
557147,DB08930,DB01275
471008,DB08930,DB01142
493994,DB08930,DB08875
91821,DB08930,DB06204
353986,DB08930,DB00350
237686,DB08930,DB00945
553869,DB08930,DB01133
203641,DB08930,DB01263
506696,DB08930,DB09282
421959,DB08930,DB01274
406552,DB08930,DB01355
515090,DB08930,DB00528
182977,DB08930,DB00876
2577,DB08930,DB00952
382110,DB08930,DB00618
236057,DB08930,DB00961
82132,DB08930,DB00839
550620,DB08930,DB06719
506357,DB08930,DB09070
232322,DB08930,DB00594
78097,DB08930,DB01190
105933,DB08930,DB00806
331448,DB08930,DB01656
38607,DB08930,DB01407
79097,DB08930,DB01088
519663,DB08930,DB00675
882,DB08930,DB09539
16651,DB08930,DB00695
316754,DB08930,DB01232
26055,DB08930,DB00998
120230,DB08930,DB01059
301474,DB08930,DB00860
533906,DB08930,DB09262
491178,DB08930,DB00749
323157,DB08930,DB01589
97504,DB08930,DB00712
271601,DB08930,DB01176
74075,DB08930,DB01403
61648,DB08930,DB08827
254744,DB08930,DB01114
21187,DB08930,DB00318
461086,DB08930,DB00425
236890,DB08930,DB00768
445420,DB08930,DB00190
94758,DB08930,DB01168
42906,DB08930,DB00966
508147,DB08930,DB06704
50061,DB08930,DB00254
463522,DB08930,DB01038
350663,DB08930,DB00737
401041,DB08930,DB01553
